OG	logFC	AveExpr	t	P.Value	adj.P.Val	B
OG_9518	1.8249689762	-0.6063103389	2.26290104814155	0.0479281317238059	0.0779711996067523	-5.04752625012763
OG_11533	0.3578039106	1.8004821431	2.26249284386214	0.0479610102109103	0.0779986532425681	-5.04818850863184
OG_11998	0.3491309662	4.7054642115	2.26060178055728	0.0481136107168518	0.0782207266957758	-5.05125603900349
OG_23538	0.4690393274	3.4600312769	2.25996573900173	0.0481650424784223	0.0782782317571958	-5.05228759859277
OG_2250	-1.160532074	-4.3207214612	-2.25576770461593	0.0485058478652118	0.0788058341650141	-5.05909392484002
OG_13007	2.4130262972	3.5916685172	2.25536095216691	0.0485389931562622	0.0788334064124032	-5.05975319162785
OG_579	2.1544735522	1.9482106939	2.25505586879173	0.048563868118696	0.0788475327150314	-5.06024764861574
OG_1898	0.679023775200002	4.9748879866	2.25231676823862	0.0487877560779165	0.0791846563848701	-5.06468606225774
OG_585	1.0489800668	-5.056776249	2.25049335088461	0.0489373537104031	0.0794010193024317	-5.06763978914072
OG_22731	0.652918499399999	4.5727241059	2.24700837469432	0.0492245100736129	0.0798403534438567	-5.07328299147368
OG_14321	-0.824696411599998	-4.7777702912	-2.2466700038047	0.0492524782685855	0.0798591414108734	-5.07383076910909
OG_31166	0.323789078599999	3.2476592703	2.24392202815204	0.049480185518292	0.0802016708400915	-5.07827842730835
OG_8208	-0.998625318800002	-4.9554179306	-2.24068804148118	0.0497494744907425	0.0806113492911831	-5.08351052996614
OG_13248	-0.847195960399998	-4.7718353264	-2.24044948665289	0.0497693948042745	0.0806168262798385	-5.08389638225577
OG_11893	0.4009881482	2.6575711183	2.24011228657338	0.0497975656066632	0.0806356593909889	-5.0844417671002
OG_13277	-1.9615548408	-4.628759949	-2.23954717305222	0.0498448117430024	0.0806853578330766	-5.08535571974249
OG_2402	2.2103737526	-0.7805109721	2.23795795442273	0.0499779111119148	0.0808739504513522	-5.08792555996229
OG_727	-0.850477605599999	-4.773476149	-2.23771735385206	0.049998091788599	0.0808797541910493	-5.08831457232056
OG_4160	1.8463442796	-3.2032972338	2.23708493922645	0.0500511740685159	0.0809304979977823	-5.08933702219126
OG_12977	0.7902348544	1.5429614436	2.23694806924182	0.0500626695657188	0.0809304979977823	-5.08955829337607
OG_8610	-0.852045009999999	-4.7742598512	-2.23639406753433	0.0501092254763895	0.0809789008527594	-5.09045387803734
OG_20665	-0.416585644	1.5111940742	-2.23446960259701	0.0502712757310323	0.0812138541309419	-5.09356437470058
OG_487	0.412634325399999	5.6085595607	2.2338979678724	0.050319508265996	0.0812648387304389	-5.09448814045121
OG_10028	0.3964953506	2.8957463789	2.23343092338643	0.0503589491524566	0.0812982481498342	-5.09524283223603
OG_812	-1.668893989	-3.8486693029	-2.23312493593377	0.050384805376671	0.0812982481498342	-5.09573724678986
OG_10448	-1.2848172852	1.6630867756	-2.23306069457733	0.0503902354658698	0.0812982481498342	-5.09584104526006
OG_18424	2.0241517976	-2.8644107636	2.23232668051175	0.0504523193139737	0.0813642071107725	-5.09702696714985
OG_11819	0.425946836800001	3.0082294756	2.23218271085645	0.050464505148926	0.0813642071107725	-5.09725955962159
